SubNo,source_date,prev_trial_index,trial_index,raw_village_pair,pair_condition,estimate_type,prev_pair_label,current_pair_label,center_x_0to10,center_y_0to10,prev_mid_x_0to10,prev_mid_y_0to10,current_mid_x_0to10,current_mid_y_0to10,derived_center_x_0to10,derived_center_y_0to10,true_center_x,true_center_y,distance_to_true,distance_to_derived
14,2026-04-12,14,15,BC,unknown,same_edges,3-4,5-6,7.0287539936102235,6.0702875399361025,7.348242811501597,6.8370607028754,6.5814696485623,3.1948881789137387,6.964856230031948,5.015974440894569,6.949,5.111999999999999,0.961600597282244,1.0562476201160729
14,2026-04-12,34,35,BC,unknown,same_edges,5-6,3-4,7.92332268370607,6.453674121405751,6.453674121405751,2.619808306709266,8.282223502373643,5.563483914522138,7.367948811889697,4.091646110615702,6.949,5.111999999999999,1.6581297114623132,2.4264411101968046
15,2025-12-06,13,14,AB,near,cross_edges,1-4,2-3,5.129026249802928,7.1035435043041675,5.62971148242564,5.87971148242564,4.678067675401125,8.221551557576348,5.1538895789133825,7.050631520000994,5.112,6.949,0.15547857699684542,0.05846249410822295
15,2025-12-06,57,58,AB,near,cross_edges,1-4,2-3,1.7993534796074222,0.6325525835253281,0.7806694938897414,0.9140465381980984,1.8370522366317108,0.34047750702665724,1.308860865260726,0.6272620226123778,5.112,6.949,7.132400362722119,0.4905211460920216
15,2025-12-06,2,3,AB,near,same_edges,3-4,1-2,5.093450166517288,7.018572084106044,7.65,7.65,2.5500000000000007,6.3,5.1000000000000005,6.975,5.112,6.949,0.07200257779479008,0.04406162538984965
15,2025-12-06,8,9,AB,near,same_edges,1-2,3-4,5.125123616750943,6.965943878390997,2.6,6.45,7.6,7.6,5.1,7.025,5.112,6.949,0.02143185319925736,0.06417804623191427
15,2025-12-06,23,24,AC,far,cross_edges,2-6,1-5,2.307387910674505,3.430842580011511,1.0776082554067365,3.370347769506295,1.6624141054587571,1.2899051215035384,1.3700111804327468,2.3301264455049164,4.4395,4.4395,2.358663128203297,1.44577008654968
15,2025-12-06,42,43,AC,far,cross_edges,2-6,1-5,1.8704214838277227,0.24624565988703928,0.41377157772093837,0.7620724453145534,1.0296429591633693,0.9270946846134924,0.7217072684421538,0.844583564964023,4.4395,4.4395,4.9176769295200895,1.2952036894947438
15,2025-12-06,46,47,AC,far,same_edges,1-2,5-6,1.2259571423126836,0.890710001402084,1.6809286455730783,0.5952480524962955,1.273509968127441,0.8752591516833365,1.4772193068502597,0.7352536020898159,4.4395,4.4395,4.787563905823269,0.2954646635644326
15,2025-12-06,54,55,AC,far,same_edges,5-6,1-2,0.49900637630743155,0.8143043970653048,0.41377157772093837,0.7620724453145534,0.49900637630743155,0.8143043970653048,0.45638897701418496,0.788188421189929,4.4395,4.4395,5.354393817968457,0.049982866248777916
15,2025-12-06,26,27,BC,unknown,cross_edges,4-6,3-5,1.365866262334431,1.837003922052281,1.2265682310349206,2.7932553691163218,1.7161565892686226,2.303753559598089,1.4713624101517717,2.5485044643572055,6.949,5.111999999999999,6.472787779869849,0.7192791244742891
15,2025-12-06,33,34,BC,unknown,cross_edges,3-5,4-6,1.3454625742863802,2.2455953718178736,0.22849431927820238,1.6952480524962983,0.2973061886554727,1.1677606328294952,0.2629002539668375,1.4315043426628966,6.949,5.111999999999999,6.294116870049137,1.3545055854909724
15,2025-12-06,19,20,BC,unknown,same_edges,5-6,3-4,1.1057726532067256,2.1449488811922164,3.403634324517519,2.082921057769134,1.6702086259349216,2.5263815961531835,2.53692147522622,2.304651326961159,6.949,5.111999999999999,6.55337303744654,1.4400318822694063
15,2025-12-06,38,39,BC,unknown,same_edges,3-4,5-6,1.4104165885438498,0.8143043970653036,0.9536509536572049,0.7317621138530583,1.4956513871303425,0.762072445314552,1.2246511703937737,0.7469172795838052,6.949,5.111999999999999,7.01042749774516,0.19761025829378867
16,2026-04-12,39,40,AB,far,cross_edges,1-4,2-3,4.920127795527157,6.964856230031949,5.878594249201278,5.942492012779552,4.0894568690095845,8.05111821086262,4.984025559105431,6.996805111821086,5.112,6.949,0.19252626542914766,0.07143987148561552
16,2026-04-12,54,55,AB,far,cross_edges,2-3,1-4,5.431309904153354,7.412140575079872,4.345047923322683,8.498402555910543,6.453674121405751,6.134185303514377,5.399361022364217,7.31629392971246,5.112,6.949,0.5625460044971773,0.101031235149149
16,2026-04-12,3,4,AB,far,same_edges,1-2,3-4,4.984025559105431,7.0287539936102235,2.428115015974441,6.3897763578274756,7.795527156549521,7.92332268370607,5.111821086261981,7.156549520766773,5.112,6.949,0.15079176707982797,0.18073016771541134
16,2026-04-12,19,20,AB,far,same_edges,1-2,3-4,4.920127795527157,7.0287539936102235,2.6837060702875397,6.645367412140574,7.7316293929712465,7.795527156549521,5.207667731629393,7.220447284345047,5.112,6.949,0.20778749323779838,0.34557999445341714
16,2026-04-12,14,15,AC,near,cross_edges,2-6,1-5,4.02555910543131,4.02555910543131,4.920127795527157,4.920127795527157,3.003194888178914,3.003194888178914,3.9616613418530355,3.9616613418530355,4.4395,4.4395,0.5854008271198922,0.09036508385770567
16,2026-04-12,26,27,AC,near,cross_edges,2-6,1-5,6.8370607028754,6.8370607028754,5.087335323459879,5.107442603049753,3.5782747603833864,3.6421725239616616,4.332805041921633,4.3748075635057075,4.4395,4.4395,3.3906628626191613,3.5119776391308206
16,2026-04-12,21,22,AC,near,same_edges,1-2,5-6,4.02555910543131,4.0894568690095845,2.4920127795527156,6.198083067092651,6.453674121405751,2.2364217252396172,4.472843450479234,4.217252396166134,4.4395,4.4395,0.5421044712506068,0.4651827405291066
16,2026-04-12,48,49,AC,near,same_edges,1-2,5-6,4.217252396166134,4.15335463258786,2.939297124600639,6.325878594249201,6.261980830670927,2.68370607028754,4.600638977635783,4.504792332268371,4.4395,4.4395,0.3623163930894152,0.520090114891365
16,2026-04-12,8,9,BC,unknown,cross_edges,4-6,3-5,7.284345047923323,5.111821086261981,8.115015974440894,4.345047923322683,6.006389776357828,6.0702875399361025,7.060702875399361,5.2076677316293924,6.949,5.111999999999999,0.3353450956504682,0.24331543469213796
16,2026-04-12,32,33,BC,unknown,cross_edges,4-6,3-5,7.092651757188499,4.984025559105431,7.92332268370607,3.8977635782747604,5.814696485623003,3.450479233226837,6.8690095846645365,3.6741214057507987,6.949,5.111999999999999,0.19238836988139557,1.3288584244783017
16,2026-04-12,44,45,BC,unknown,same_edges,5-6,3-4,7.284345047923323,5.175718849840255,6.70926517571885,2.4920127795527156,7.7316293929712465,7.7316293929712465,7.220447284345049,5.1118210862619815,6.949,5.111999999999999,0.34134497651446555,0.09036508385770442
16,2026-04-12,57,58,BC,unknown,same_edges,3-4,5-6,7.412140575079872,5.942492012779552,7.859424920127795,7.92332268370607,6.645367412140574,2.4281150159744413,7.252396166134185,5.175718849840256,6.949,5.111999999999999,0.9509028213103311,0.7832364646729234
17,2025-12-06,23,24,AB,near,cross_edges,2-3,1-4,6.800000000000001,6.45,6.35,6.65,6.35,5.75,6.35,6.2,5.112,6.949,1.7602116350030192,0.514781507049351
17,2025-12-06,51,52,AB,near,cross_edges,1-4,2-3,6.3,6.4,6.550000000000001,5.45,6.35,6.0,6.45,5.725,5.112,6.949,1.308718839170583,0.6914658342969673
17,2025-12-06,11,12,AB,near,same_edges,3-4,1-2,7.1499999999999995,7.1,6.75,7.95,6.8500000000000005,5.6000000000000005,6.800000000000001,6.775,5.112,6.949,2.0435863084293744,0.4776243293635686
17,2025-12-06,33,34,AB,near,same_edges,3-4,1-2,5.85,4.5,6.800000000000001,7.3,5.699999999999999,4.9,6.25,6.1,5.112,6.949,2.5577812650811245,1.6492422502470638
17,2025-12-06,9,10,AC,far,cross_edges,2-6,1-5,4.9,4.8,8.05,2.6500000000000004,3.8,3.95,5.925000000000001,3.3000000000000003,4.4395,4.4395,0.5848251875560769,1.816762229902416
17,2025-12-06,29,30,AC,far,cross_edges,2-6,1-5,5.550000000000001,3.5999999999999996,6.65,3.3000000000000003,5.15,3.5999999999999996,5.9,3.45,4.4395,4.4395,1.3921100890375022,0.3807886552931949
17,2025-12-06,16,17,AC,far,same_edges,5-6,1-2,6.1,5.699999999999999,6.8500000000000005,2.5,7.35,6.65,7.1,4.575,4.4395,4.4395,2.084735115068578,1.5051993223490363
17,2025-12-06,38,39,AC,far,same_edges,5-6,1-2,5.8999999999999995,5.05,6.75,2.75,5.699999999999999,4.75,6.225,3.75,4.4395,4.4395,1.5829625706250918,1.3400093283257395
17,2025-12-06,42,43,BC,unknown,cross_edges,4-6,3-5,6.05,6.0,8.05,5.25,5.300000000000001,5.2,6.675000000000001,5.225,6.949,5.111999999999999,1.2636237572948688,0.9956153875869946
17,2025-12-06,56,57,BC,unknown,cross_edges,3-5,4-6,6.1,5.1,5.4,6.0,7.9,5.45,6.65,5.725,6.949,5.111999999999999,0.8490848014185629,0.8325412902673361
17,2025-12-06,3,4,BC,unknown,same_edges,3-4,5-6,6.8999999999999995,5.949999999999999,7.5,7.5,6.550000000000001,2.7,7.025,5.1,6.949,5.111999999999999,0.8394313551446598,0.8591420138719789
17,2025-12-06,46,47,BC,unknown,same_edges,3-4,5-6,6.4,4.65,6.800000000000001,7.199999999999999,5.15,2.3000000000000003,5.9750000000000005,4.75,6.949,5.111999999999999,0.7175270029761934,0.43660622991432424
18,2026-04-12,9,10,AB,far,cross_edges,2-3,1-4,4.7923322683706076,6.8370607028754,4.536741214057508,8.242811501597444,4.920127795527157,5.7507987220447285,4.728434504792332,6.996805111821086,5.112,6.949,0.33870025817207583,0.17204999383816247
18,2026-04-12,13,14,AB,far,cross_edges,1-4,2-3,4.728434504792332,7.156549520766773,5.367412140575079,5.559105431309904,4.472843450479233,8.115015974440894,4.920127795527156,6.837060702875399,5.112,6.949,0.43611843882645057,0.3725847856131181
18,2026-04-12,37,38,AB,far,same_edges,1-2,3-4,5.047923322683706,6.645367412140574,2.6837060702875397,6.70926517571885,7.476038338658148,7.603833865814696,5.079872204472844,7.156549520766774,5.112,6.949,0.3103201072861831,0.5121795380792792
18,2026-04-12,59,60,AB,far,same_edges,1-2,3-4,4.4089456869009584,6.453674121405751,2.6198083067092655,6.5814696485623,7.348242811501597,7.539936102236422,4.984025559105431,7.060702875399361,5.112,6.949,0.8600192400012515,0.8361822573995145
18,2026-04-12,18,19,AC,near,cross_edges,1-5,2-6,4.4089456869009584,4.472843450479233,3.8338658146964857,3.706070287539936,4.856230031948882,4.728434504792332,4.345047923322683,4.217252396166134,4.4395,4.4395,0.04522556510222185,0.2634572284739718
18,2026-04-12,31,32,AC,near,cross_edges,2-6,1-5,4.4089456869009584,4.536741214057508,4.920127795527157,4.984025559105431,3.8338658146964857,3.8977635782747604,4.376996805111821,4.440894568690096,4.4395,4.4395,0.10192850317910272,0.10103123514914927
18,2026-04-12,4,5,AC,near,same_edges,5-6,1-2,4.345047923322683,4.281150159744409,6.198083067092651,2.492012779552716,2.4920127795527156,5.7507987220447285,4.345047923322683,4.121405750798722,4.4395,4.4395,0.18437968081550846,0.15974440894568698
18,2026-04-12,42,43,AC,near,same_edges,1-2,5-6,4.4089456869009584,4.472843450479233,2.300319488817891,6.8370607028754,6.517571884984026,2.5559105431309908,4.4089456869009584,4.696485623003195,4.4395,4.4395,0.04522556510222185,0.22364217252396212
18,2026-04-12,28,29,BC,unknown,cross_edges,4-6,3-5,6.70926517571885,4.4089456869009584,8.211410584461156,3.804157379263925,5.686900958466453,5.175718849840255,6.949155771463804,4.48993811455209,6.949,5.111999999999999,0.7428042495437662,0.2531941374986645
18,2026-04-12,46,47,BC,unknown,cross_edges,3-5,4-6,7.156549520766773,3.067092651757189,5.111821086261981,5.047923322683706,7.92332268370607,3.9616613418530355,6.517571884984026,4.504792332268371,6.949,5.111999999999999,2.05541306468261,1.573299968338036
18,2026-04-12,21,22,BC,unknown,same_edges,5-6,3-4,6.773162939297125,5.303514376996805,6.3897763578274756,1.9169329073482433,7.412140575079872,7.7316293929712465,6.900958466453673,4.824281150159745,6.949,5.111999999999999,0.2599931316652448,0.4959800222447283
18,2026-04-12,53,54,BC,unknown,same_edges,3-4,5-6,6.645367412140574,4.600638977635782,7.348242811501597,7.539936102236422,6.261980830670927,2.5559105431309908,6.805111821086262,5.047923322683706,6.949,5.111999999999999,0.5947124041110872,0.47495427307726973
20,2026-04-12,23,24,AB,far,cross_edges,1-4,2-3,4.536741214057508,6.964856230031949,5.431309904153354,5.559105431309904,4.472843450479233,8.434504792332268,4.952076677316294,6.996805111821086,5.112,6.949,0.5754772722139913,0.4165624540065588
20,2026-04-12,45,46,AB,far,cross_edges,1-4,2-3,4.920127795527157,7.348242811501597,5.367412140575079,5.175718849840255,4.281150159744409,8.498402555910543,4.824281150159744,6.837060702875399,5.112,6.949,0.44295571492528313,0.5200901148913649
20,2026-04-12,47,48,AB,far,cross_edges,2-3,1-4,4.472843450479233,7.156549520766773,4.472843450479233,8.370607028753994,5.111821086261981,5.367412140575079,4.792332268370607,6.869009584664537,5.112,6.949,0.6720103409664246,0.42982824431545347
20,2026-04-12,7,8,AB,far,same_edges,3-4,1-2,4.984025559105431,6.773162939297125,7.7316293929712465,7.539936102236422,2.6198083067092655,6.70926517571885,5.175718849840256,7.124600638977636,5.112,6.949,0.21747673309782847,0.4003183414102774
20,2026-04-12,16,17,AB,far,same_edges,1-2,3-4,4.856230031948882,6.645367412140574,2.6198083067092655,6.325878594249201,8.05111821086262,7.667731629392971,5.335463258785943,6.996805111821086,5.112,6.949,0.3970025503281834,0.594283553921351
20,2026-04-12,11,12,AC,near,cross_edges,2-6,1-5,4.4089456869009584,4.4089456869009584,5.111821086261981,5.111821086261981,3.769968051118211,3.8338658146964857,4.440894568690096,4.472843450479234,4.4395,4.4395,0.04321032397365816,0.07143987148561672
20,2026-04-12,59,60,AC,near,cross_edges,1-5,2-6,4.324265214043076,4.278347930488586,3.706070287539936,3.5782747603833864,5.239616613418531,5.111821086261981,4.472843450479234,4.345047923322683,4.4395,4.4395,0.19811371835980865,0.16286307557745355
20,2026-04-12,38,39,AC,near,same_edges,5-6,1-2,4.9472745865833305,4.393110664454159,5.878594249201278,2.7476038338658153,2.5559105431309903,6.3897763578274756,4.217252396166134,4.568690095846645,4.4395,4.4395,0.5098892048595038,0.7508398865468127
20,2026-04-12,41,42,AC,near,same_edges,5-6,1-2,4.15335463258786,4.0894568690095845,5.878594249201278,2.619808306709266,2.747603833865815,6.0702875399361025,4.313099041533547,4.345047923322684,4.4395,4.4395,0.45211653900847476,0.30140514798902945
20,2026-04-12,28,29,BC,unknown,cross_edges,4-6,3-5,7.220447284345049,4.600638977635782,8.498402555910543,4.728434504792332,5.49520766773163,5.814696485623003,6.996805111821086,5.271565495207668,6.949,5.111999999999999,0.5789418998238763,0.7072186460440474
20,2026-04-12,52,53,BC,unknown,cross_edges,4-6,3-5,7.485828762611957,4.956722545605455,8.178913738019169,4.4089456869009584,5.49520766773163,5.7507987220447285,6.8370607028754,5.079872204472844,6.949,5.111999999999999,0.5588346877304012,0.6603528101049405
20,2026-04-12,1,2,BC,unknown,same_edges,3-4,5-6,6.453674121405751,4.7923322683706076,7.795527156549521,7.603833865814696,6.5814696485623,2.8753993610223647,7.18849840255591,5.23961661341853,6.949,5.111999999999999,0.5895211486030384,0.8602499691908149
20,2026-04-12,32,33,BC,unknown,same_edges,3-4,5-6,6.695906905652695,5.495907745000858,7.859424920127795,7.7316293929712465,6.198083067092651,2.4281150159744413,7.0287539936102235,5.079872204472844,6.949,5.111999999999999,0.4598274361952953,0.5327971048572278
21,2025-12-09,21,22,AB,near,cross_edges,1-4,2-3,4.632834971978785,6.156309307072966,5.656854249492396,5.656854249492396,4.490128060534583,6.990128060534582,5.073491155013489,6.323491155013489,5.112,6.949,0.9262600383972699,0.47130419256306444
21,2025-12-09,37,38,AB,near,cross_edges,2-3,1-4,4.55118650831176,7.252138318693108,4.514588972214324,8.520673810883562,5.273386383962528,5.644143850740687,4.8939876780884255,7.082408830812124,5.112,6.949,0.6374987158572477,0.3825189420886123
21,2025-12-09,19,20,AB,near,same_edges,3-4,1-2,4.477725020245735,6.915645757339519,7.1064231509248295,7.406423150924829,2.3029115978083037,7.828124074760203,4.704667374366567,7.617273612842516,5.112,6.949,0.6351513642004772,0.7374174392510935
21,2025-12-09,29,30,AB,near,same_edges,1-2,3-4,6.2713991583745425,7.289524447602793,2.123337118856757,6.106583702481827,7.15957911310006,7.369439753398648,4.641458115978408,6.738011727940238,5.112,6.949,1.2083721727409915,1.7207190594739703
21,2025-12-09,13,14,AC,far,cross_edges,2-6,1-5,4.23129896464748,4.539009343141195,5.020458146424498,5.020458146424498,4.030508652763324,3.780508652763323,4.525483399593911,4.40048339959391,4.4395,4.4395,0.23075913956819413,0.32516752420931655
21,2025-12-09,43,44,AC,far,cross_edges,2-6,1-5,4.652784617239034,5.65837608576791,5.197234841721137,5.297234841721136,4.171930009000635,3.9719300090006335,4.684582425360886,4.634582425360884,4.4395,4.4395,1.2373961533832658,1.0242873423463603
21,2025-12-09,7,8,AC,far,same_edges,1-2,5-6,4.000183125991937,5.706265598232365,3.4827321931629935,7.064779572426636,6.6559366422843125,4.237245152172838,5.069334417723653,5.651012362299737,4.4395,4.4395,1.3407812635375014,1.0705780703398624
21,2025-12-09,33,34,AC,far,same_edges,5-6,1-2,4.598678685158627,4.620963755084164,6.739235381570795,2.2280492103197878,1.9521591488800516,5.381328054009986,4.345697265225423,3.8046886321648867,4.4395,4.4395,0.24138547640252694,0.8545786535646095
21,2025-12-09,46,47,BC,unknown,cross_edges,3-5,4-6,7.256040161727885,4.272260401289546,5.924826277415058,5.781984951545062,8.595277301009162,3.8043740370413097,7.26005178921211,4.793179494293186,6.949,5.111999999999999,0.8941119921778699,0.5209345396600302
21,2025-12-09,54,55,BC,unknown,cross_edges,4-6,3-5,6.954999805037463,4.79676888980737,7.358482458100585,4.402363959303919,5.5822812833945825,7.353478731490673,6.470381870747584,5.877921345397296,6.949,5.111999999999999,0.3152882022749425,1.1847975246697289
21,2025-12-09,2,3,BC,unknown,same_edges,3-4,5-6,6.664156635052828,6.21890425214003,6.929646455628192,6.92964645562819,6.413777115535399,5.011302651083007,6.671711785581795,5.970474553355599,6.949,5.111999999999999,1.1429666512895764,0.2485445544316722
21,2025-12-09,56,57,BC,unknown,same_edges,3-4,5-6,6.5613634712725135,3.739819944154013,7.272844507162141,7.541145777351361,6.301492107116608,4.810549157867184,6.787168307139375,6.175847467609273,6.949,5.111999999999999,1.4258822476156259,2.4464705023630327
23,2025-12-09,27,28,AB,near,cross_edges,2-3,1-4,4.6000000000000005,6.8999999999999995,3.5500000000000007,8.7,5.35197792270444,5.044536900183437,4.45098896135222,6.872268450091719,5.112,6.949,0.5143393821204046,0.15156955003959693
23,2025-12-09,51,52,AB,near,cross_edges,1-4,2-3,4.3,4.85,4.893284720297403,5.356446185590416,3.7448607553296465,8.346259835910978,4.319072737813524,6.851353010750697,5.112,6.949,2.250587701023891,2.0014438895378968
23,2025-12-09,9,10,AB,near,same_edges,1-2,3-4,5.05,7.45,2.45,5.6499999999999995,7.05,7.3,4.75,6.475,5.112,6.949,0.5048217507199946,1.0201102881551587
23,2025-12-09,33,34,AB,near,same_edges,1-2,3-4,5.097601685820504,5.441587923425148,1.2000000000000004,7.45,6.550000000000001,7.1499999999999995,3.8750000000000004,7.3,5.112,6.949,1.5074808390340881,2.2245112561033245
23,2025-12-09,23,24,AC,far,cross_edges,1-5,2-6,4.1499999999999995,4.6000000000000005,1.5,1.7999999999999998,4.65,4.6000000000000005,3.075,3.2,4.4395,4.4395,0.3310143501421055,1.7651133108103851
23,2025-12-09,39,40,AC,far,cross_edges,1-5,2-6,3.8,3.9000000000000004,2.8438293705148494,2.875459610467212,4.288636402364942,4.372906133756703,3.5662328864398956,3.6241828721119576,4.4395,4.4395,0.8366722775376266,0.3615551844720687
23,2025-12-09,1,2,AC,far,same_edges,1-2,5-6,4.306555719779858,4.587626492754657,2.776185906399501,5.468783472537535,5.949999999999999,2.0999999999999783,4.36309295319975,3.7843917362687565,4.4395,4.4395,0.19903677926214283,0.8052220394336825
23,2025-12-09,46,47,AC,far,same_edges,5-6,1-2,2.2500000000000004,4.1,6.0,3.15,2.4000000000000004,6.7,4.2,4.925,4.4395,4.4395,2.215664798655247,2.1173391320239654
23,2025-12-09,42,43,BC,unknown,cross_edges,3-5,4-6,4.55,5.1,5.044521144098278,5.600676442512993,4.9,6.0,4.972260572049139,5.800338221256497,6.949,5.111999999999999,2.3990300123174784,0.8177882457335642
23,2025-12-09,58,59,BC,unknown,cross_edges,3-5,4-6,5.698835667993885,4.052595280429413,4.65,5.699999999999999,6.999039547938003,3.102364626427372,5.824519773969001,4.401182313213686,6.949,5.111999999999999,1.6386730048636085,0.37055284902441066
23,2025-12-09,13,14,BC,unknown,same_edges,5-6,3-4,7.95,5.2,2.7,4.65,6.45,6.75,4.575,5.7,6.949,5.111999999999999,1.004860686861617,3.4118360159890453
23,2025-12-09,17,18,BC,unknown,same_edges,3-4,5-6,6.8500000000000005,5.0,7.35,7.4,6.4,2.45,6.875,4.925000000000001,6.949,5.111999999999999,0.14948244044033962,0.07905694150420864
29,2026-03-16,6,7,AB,near,cross_edges,1-4,2-3,5.46916890080429,7.453083109919572,6.058981233243967,6.112600536193029,4.986595174262734,8.525469168900804,5.5227882037533504,7.319034852546917,5.112,6.949,0.6177939829813264,0.14437439161218527
29,2026-03-16,44,45,AB,near,cross_edges,1-4,2-3,5.201072386058981,7.131367292225201,5.576407506702413,5.844504021447721,4.50402144772118,8.36461126005362,5.040214477211796,7.10455764075067,5.112,6.949,0.2029574320683828,0.16307674343963074
29,2026-03-16,24,25,AB,near,same_edges,3-4,1-2,5.844504021447721,7.506702412868632,7.6675603217158175,8.04289544235925,2.5737265415549597,6.380697050938338,5.120643431635388,7.2117962466487935,5.112,6.949,0.9206487510210272,0.7816289403277883
29,2026-03-16,52,53,AB,near,same_edges,3-4,1-2,4.879356568364611,6.7560321715817695,8.09651474530831,7.39946380697051,2.520107238605898,6.487935656836461,5.308310991957104,6.943699731903486,5.112,6.949,0.30225742188991417,0.4682104342244764
29,2026-03-16,47,48,AC,far,cross_edges,1-5,2-6,4.18230563002681,4.664879356568364,3.485254691689008,3.6461126005361932,5.415549597855228,5.46916890080429,4.450402144772118,4.557640750670242,4.4395,4.4395,0.34197192620604994,0.28874878322437003
29,2026-03-16,56,57,AC,far,cross_edges,1-5,2-6,4.396782841823057,4.6112600536193025,3.806970509383378,3.53887399463807,5.1474530831099194,5.737265415549598,4.477211796246649,4.638069705093834,4.4395,4.4395,0.1769922925497597,0.08477956193480887
29,2026-03-16,27,28,AC,far,same_edges,5-6,1-2,5.093833780160858,5.1474530831099194,6.380697050938338,2.5737265415549606,2.5737265415549597,6.595174262734584,4.477211796246649,4.584450402144773,4.4395,4.4395,0.964028144684811,0.8349818499945
29,2026-03-16,33,34,AC,far,same_edges,1-2,5-6,4.450402144772118,4.6112600536193025,2.4128686327077746,7.024128686327078,6.327077747989276,2.520107238605899,4.369973190348525,4.7721179624664884,4.4395,4.4395,0.17210570234579087,0.17984460945038633
29,2026-03-16,4,5,BC,unknown,cross_edges,3-5,4-6,7.560321715817694,4.772117962466488,5.79088471849866,5.361930294906166,8.68632707774799,5.46916890080429,7.238605898123325,5.415549597855228,6.949,5.111999999999999,0.69945267149981,0.719378437801541
29,2026-03-16,14,15,BC,unknown,cross_edges,3-5,4-6,7.131367292225201,5.3083109919571045,5.79088471849866,5.737265415549598,8.68632707774799,5.3083109919571045,7.238605898123325,5.522788203753351,6.949,5.111999999999999,0.2679474479011411,0.2397928126005138
29,2026-03-16,17,18,BC,unknown,same_edges,3-4,5-6,7.613941018766756,5.415549597855228,7.828418230563003,8.150134048257373,6.273458445040214,2.4664879356568368,7.050938337801608,5.3083109919571045,6.949,5.111999999999999,0.7309506938204808,0.5731248881080951
29,2026-03-16,37,38,BC,unknown,same_edges,5-6,3-4,7.184986595174263,4.986595174262734,6.273458445040214,2.4664879356568368,7.39946380697051,7.935656836461126,6.8364611260053625,5.201072386058981,6.949,5.111999999999999,0.2672378031269816,0.4092315689671245
31,2026-03-16,31,32,AB,near,cross_edges,1-4,2-3,5.692126491522357,6.932208862913354,5.685279205851893,5.995642034234333,4.385026737967913,8.150827329735893,5.035152971909904,7.073234681985113,5.112,6.949,0.5803694413480966,0.671939347796239
31,2026-03-16,54,55,AB,near,cross_edges,2-3,1-4,5.476214822674569,7.745703524248965,4.397345742863713,8.38897274654482,5.764041742511653,7.541452975305013,5.080693742687683,7.965212860924916,5.112,6.949,0.8760073873013794,0.4523508302213105
31,2026-03-16,37,38,AB,near,same_edges,3-4,1-2,4.9526089235037976,7.106521893537046,7.548964254658808,7.605225184311516,2.700534759358288,6.529924167572477,5.124749507008548,7.067574675941996,5.112,6.949,0.22409520791421397,0.17649154724165114
31,2026-03-16,44,45,AB,near,same_edges,1-2,3-4,5.211650006123168,6.878807599230824,2.5021520458552433,6.71334011502462,7.619559110582789,7.636539795248652,5.060855578219016,7.174939955136636,5.112,6.949,0.12188969130360464,0.33231510904752265
31,2026-03-16,1,2,AC,far,cross_edges,1-5,2-6,4.323829604004009,3.363544224477683,2.7400764697525566,2.858844462636485,5.936231802325079,5.854950926237006,4.338154136038818,4.3568976944367455,4.4395,4.4395,1.0821554746845292,0.9934567471700647
31,2026-03-16,57,58,AC,far,cross_edges,1-5,2-6,4.297883522848981,4.361160885729475,3.4545291479663827,3.512457550142099,5.791491250033106,5.645308733088937,4.6230101989997445,4.578883141615518,4.4395,4.4395,0.16184017864966513,0.3912931589651822
31,2026-03-16,9,10,AC,far,same_edges,5-6,1-2,5.267379679144385,4.955332524328101,6.617177548717273,2.604211237543264,2.229652372065552,6.749018776603791,4.423414960391413,4.6766150070735275,4.4395,4.4395,0.9754321894908492,0.8887968839528734
31,2026-03-16,48,49,AC,far,same_edges,1-2,5-6,4.664583271292991,5.175987556936884,2.165775401069518,6.807793281086189,6.758083119759284,2.533484189278032,4.461929260414401,4.670638735182111,4.4395,4.4395,0.7701145372857306,0.5444686214779667
