SubNo,face,n_trials,n_sessions,ability_0_10,warmth_0_10,mean_euclidean_bias,sd_euclidean_bias,mean_rt,accuracy,true_ability,true_warmth,ability_bias,warmth_bias,euclidean_bias_from_mean
20,1,4,1,3.6724493304714714,3.770011835950333,1.777487903697161,1.8570571693576359,13.664009000000078,0.5,2.416,4.788,1.2564493304714714,-1.017988164049667,1.6170852859968212
20,2,4,1,2.7955271565495208,7.843450479233227,0.31583855250188875,0.11574276966358638,14.956428049999886,1.0,2.789,7.765,0.00652715654952063,0.07845047923322745,0.07872154383994893
20,3,4,1,6.166134185303514,8.450479233226837,0.43764242721960883,0.15653563132644857,17.782022475000076,0.5,6.426,8.527,-0.25986581469648584,-0.07652076677316266,0.27089789477849596
20,4,4,1,8.753993610223642,6.661341853035144,0.19975701534479737,0.058021339822472,26.533554574999698,1.0,8.817,6.716,-0.06300638977635842,-0.05465814696485616,0.08341053999514819
20,5,4,1,4.968051118210862,2.539936102236422,0.5258006861423593,0.062431996452923674,7.711641425000153,0.5,4.894,2.02,0.0740511182108623,0.519936102236422,0.5251829381435408
20,6,4,1,7.639962935802153,3.194778716833433,0.1006493665125665,0.03308397917886148,21.5032369999999,1.0,7.659,3.185,-0.01903706419784701,0.009778716833432899,0.02140170825381498
21,1,4,1,2.927449999701886,4.996258153277925,0.5588795402791937,0.17950346308197512,12.985215599437197,0.25,2.416,4.788,0.511449999701886,0.2082581532779244,0.5522250995760611
21,2,4,1,2.2675037512519443,7.659858062119405,0.5553200009177216,0.309286215389524,14.923310640364889,0.5,2.789,7.765,-0.5214962487480559,-0.10514193788059512,0.5319898162179245
21,3,4,1,6.268575498214766,8.735105873643366,0.2898119677431381,0.058271935273918316,18.835794605916817,1.0,6.426,8.527,-0.15742450178523448,0.2081058736433672,0.2609416187717061
21,4,4,1,8.097190226792323,6.490412476667554,0.76194376645517,0.17105968072156688,18.864918536400637,0.0,8.817,6.716,-0.7198097732076771,-0.2255875233324458,0.7543313862544461
21,5,4,1,5.066111911462846,2.2895239043263893,0.3463730673007784,0.23042130795644844,10.760838389291166,0.75,4.894,2.02,0.17211191146284577,0.2695239043263893,0.31979000151776965
21,6,4,1,7.306621564031709,2.4375413319923136,0.8331762994470959,0.16340164850565012,14.053060123361774,0.0,7.659,3.185,-0.35237843596829066,-0.7474586680076865,0.8263564742381363
23,1,4,1,1.8870717296108048,4.83364501367408,0.7312872528724551,1.1303695648112309,12.557125048260332,0.75,2.416,4.788,-0.5289282703891951,0.045645013674080026,0.5308941349178878
23,2,4,1,2.4931711252293147,7.3024724033805475,0.6333624159820085,0.3366572144730614,19.126956700217306,0.25,2.789,7.765,-0.2958288747706854,-0.4625275966194522,0.5490414381289053
23,3,4,1,6.9375,8.5875,0.5575870145093154,0.04585079062333151,24.294052754499717,0.25,6.426,8.527,0.5114999999999998,0.06050000000000111,0.5150655298114988
23,4,4,1,6.712429789607699,7.42467451450421,2.5328715350063797,1.458367384194919,24.37036099480747,0.0,8.817,6.716,-2.1045702103923007,0.7086745145042102,2.2206835294517924
23,5,4,1,4.8732355259965106,1.8483405491324196,0.26783228070958964,0.04653213783095289,86.03425803877553,1.0,4.894,2.02,-0.020764474003489575,-0.1716594508675804,0.17291075863809297
23,6,4,1,7.06226016858205,3.065841207657484,0.6627048493864132,0.39023016688370404,28.93530046248725,0.25,7.659,3.185,-0.59673983141795,-0.11915879234251614,0.6085205371992388
29,1,4,1,2.5737265415549597,4.892761394101877,0.19480655279508055,0.04190650388721989,17.77799931258687,1.0,2.416,4.788,0.1577265415549598,0.10476139410187635,0.18934785872847126
29,2,4,1,2.734584450402145,7.989276139410188,0.23536030211959316,0.03144087746213662,12.991768437585506,1.0,2.789,7.765,-0.05441554959785533,0.22427613941018798,0.2307830989192552
29,3,4,1,6.581769436997319,8.873994638069705,0.39018944992644194,0.0831026159555103,13.439704190459452,0.75,6.426,8.527,0.1557694369973186,0.346994638069706,0.38035430371114226
29,4,4,1,9.155495978552278,6.983914209115282,0.43498513929121313,0.13680291772766526,15.897910592010703,0.75,8.817,6.716,0.3384959785522774,0.26791420911528174,0.43169149973323634
29,5,4,1,4.879356568364611,2.2117962466487944,0.1960065866164493,0.05158483019230061,12.662747194223357,1.0,4.894,2.02,-0.01464343163538917,0.19179624664879436,0.1923544393005409
29,6,4,1,7.761394101876675,3.3378016085790887,0.18404843840579366,0.09512974592377901,12.464458403735534,1.0,7.659,3.185,0.10239410187667541,0.15280160857908864,0.1839371731964151
31,1,4,1,2.0412052559554854,4.991229144512725,0.43721646883915954,0.14933171890210273,11.930907729007686,0.75,2.416,4.788,-0.3747947440445145,0.20322914451272478,0.4263486664020038
31,2,4,1,2.601058731932511,8.099681056076385,0.4136617553547802,0.14143046966321057,16.91020911408941,0.75,2.789,7.765,-0.187941268067489,0.3346810560763851,0.3838402396039532
31,3,4,1,6.2512210768288545,8.701386152897305,0.25339937658376754,0.09031472502338807,16.94180346207304,1.0,6.426,8.527,-0.17477892317114563,0.17438615289730564,0.246897149248807
31,4,4,1,8.844428788140954,6.64891141331666,0.18850134086736686,0.1342211038736447,15.940356860056681,1.0,8.817,6.716,0.02742878814095384,-0.06708858668334017,0.07247907892660735
31,5,4,1,5.151419810253686,1.8202445239413814,0.36184789407822826,0.062385606303853786,11.925201856023932,1.0,4.894,2.02,0.257419810253686,-0.19975547605861865,0.3258330998017989
31,6,4,1,7.991318469953376,3.0615955472559215,0.394786166708535,0.1522660132570776,22.74855267497537,0.75,7.659,3.185,0.33231846995337655,-0.12340445274407852,0.3544915012087296
35,1,4,1,2.5871313672922254,4.8525469168900806,0.20030233193193697,0.11776651314281494,7.4146575367240075,1.0,2.416,4.788,0.17113136729222544,0.0645469168900803,0.18289956082867312
35,2,4,1,2.758362006446058,8.055326613163437,0.33741417067663404,0.2225730559961185,8.258292353521938,0.75,2.789,7.765,-0.030637993553942255,0.29032661316343766,0.29193874179348617
35,3,4,1,6.6353887399463805,7.158176943699732,1.5533612237463035,2.53366379887905,10.478352586724668,0.5,6.426,8.527,0.2093887399463803,-1.3688230563002675,1.3847455375900433
35,4,4,1,8.83378016085791,4.879356568364612,1.841127201580259,3.251558559364047,8.976369676471222,0.75,8.817,6.716,0.01678016085790901,-1.8366434316353883,1.8367200844896951
35,5,4,1,5.020971338550994,2.2645153780559544,0.37250783679646743,0.14306331563874045,10.643919626470506,0.75,4.894,2.02,0.12697133855099363,0.24451537805595436,0.2755167706679166
35,6,4,1,7.024128686327078,3.1903485254691692,0.6369138788029706,0.11343002920913918,12.41147835557149,0.25,7.659,3.185,-0.6348713136729218,0.005348525469169196,0.6348938428189991
37,1,4,1,2.1179624664879357,5.0,0.39718956298782393,0.1173683027474831,14.487362414934523,0.75,2.416,4.788,-0.2980375335120642,0.21199999999999974,0.365746321077813
37,2,4,1,2.8284182305630026,7.855227882037534,0.16180156924858433,0.08081380079269156,12.765959201235546,1.0,2.789,7.765,0.03941823056300242,0.09022788203753418,0.09846251874544548
37,3,4,1,6.206434316353887,8.404825737265416,0.2958892455889804,0.05817900207092077,11.716414876234921,1.0,6.426,8.527,-0.21956568364611329,-0.12217426273458365,0.25126806384760514
37,4,4,1,8.914209115281501,6.648793565683647,0.19538546142027352,0.03199288350814621,12.91100776945541,1.0,8.817,6.716,0.09720911528150111,-0.0672064343163532,0.11817917290001005
37,5,4,1,5.067024128686327,2.184986595174263,0.24986069395855415,0.1591042508155361,11.08328380801504,1.0,4.894,2.02,0.17302412868632722,0.16498659517426306,0.2390772379271161
37,6,4,1,7.717596560152833,3.0962575534391963,0.18153529887007192,0.054616293803127554,16.28461176253586,1.0,7.659,3.185,0.0585965601528331,-0.08874244656080377,0.10634274156397183
39,1,4,1,2.2835861028527016,4.8629222979832285,0.20180695920739739,0.08382897398422723,7.944471544470616,1.0,2.416,4.788,-0.13241389714729834,0.07492229798322825,0.15214069440101471
39,2,4,1,3.6054275970928122,9.130906112413468,1.5987354046022582,0.021878430230280292,15.510864862746303,0.0,2.789,7.765,0.8164275970928121,1.3659061124134686,1.591305605225853
39,3,4,1,6.436853481785703,7.914255285394997,0.6243162520259921,0.0751566386968798,9.91260454929693,0.0,6.426,8.527,0.01085348178570289,-0.612744714605002,0.612840830349315
39,4,4,1,9.077540106951872,6.79144385026738,0.28738694548146915,0.06278595902198028,8.523137510504966,1.0,8.817,6.716,0.260540106951872,0.07544385026737999,0.27124328908502005
39,5,4,1,4.838174753164871,2.072119276676047,0.1371186813975258,0.032756905618642695,8.314231914987658,1.0,4.894,2.02,-0.055825246835128794,0.052119276676046766,0.07637327533527268
39,6,4,1,7.593582887700535,3.6096256684491976,0.49381002020599996,0.18552043296884332,7.0754990694708795,0.5,7.659,3.185,-0.0654171122994649,0.4246256684491976,0.42963514391577495
41,1,4,1,2.7083928509664768,4.877125895646724,0.3268836919751968,0.1789725014477218,8.450093804027347,0.75,2.416,4.788,0.2923928509664768,0.08912589564672402,0.3056746711311473
41,2,4,1,2.93887214930925,6.660295220729455,1.1464873247741079,0.3950786704882277,13.411979120993237,0.0,2.789,7.765,0.14987214930924964,-1.104704779270545,1.1148247891403191
41,3,4,1,6.5640233322652435,8.389193002874158,0.21011532059394697,0.09428323492956485,10.440458036617201,1.0,6.426,8.527,0.13802333226524333,-0.13780699712584088,0.1950415563577241
41,4,4,1,8.723201828113961,6.927286371500649,0.3748966686742282,0.2435445931437389,10.433514010725958,0.75,8.817,6.716,-0.09379817188603923,0.21128637150064922,0.23117099262466587
41,5,4,1,4.916216018227606,2.5705874540607856,0.5551402664526882,0.15069862765361708,7.49651714286847,0.25,4.894,2.02,0.02221601822760544,0.5505874540607856,0.5510354762036895
41,6,4,1,7.607803646056678,2.562842649459226,0.6551059213058855,0.17555236748505426,8.119864334385511,0.25,7.659,3.185,-0.05119635394332178,-0.6221573505407743,0.6242602305841737
43,1,4,1,2.393048128342246,4.82620320855615,0.08383229582468767,0.04830665311223515,11.554546973276956,1.0,2.416,4.788,-0.02295187165775392,0.03820320855614945,0.04456762902128245
43,2,4,1,2.7547103737465637,7.67377846971597,0.19418272017174043,0.04665021367493425,24.128064912008995,1.0,2.789,7.765,-0.034289626253436456,-0.09122153028403002,0.0974533019243605
43,3,4,1,6.497326203208556,8.529411764705882,0.12251251178476914,0.045057462281377414,27.26225049057257,1.0,6.426,8.527,0.07132620320855576,0.0024117647058830016,0.07136696625992121
43,4,4,1,8.689839572192513,6.697860962566846,0.14122151941490305,0.09227073783883119,26.580894041937427,1.0,8.817,6.716,-0.12716042780748715,-0.018139037433154037,0.12844765112365628
43,5,4,1,5.0,2.045454545454546,0.11753217744835803,0.031645265665309376,18.677647630692718,1.0,4.894,2.02,0.10599999999999987,0.02545454545454584,0.10901345735411529
43,6,4,1,7.6069518716577535,3.128342245989305,0.1093175375305553,0.056202990999851904,30.100572818881574,1.0,7.659,3.185,-0.05204812834224626,-0.05665775401069517,0.07693574431606795
45,1,4,1,2.5267379679144386,5.040106951871658,0.27954509397983973,0.18068319589416904,9.796659731117416,1.0,2.416,4.788,0.11073796791443868,0.25210695187165744,0.2753557929658235
45,2,4,1,3.7967914438502675,6.657754010695187,2.1538998091338666,3.3556972988742495,10.25931605156029,0.5,2.789,7.765,1.0077914438502673,-1.107245989304813,1.497209830026974
45,3,4,1,6.925133689839573,8.877005347593583,0.6141563504167109,0.13541527230965375,13.976857097002721,0.25,6.426,8.527,0.4991336898395726,0.3500053475935836,0.6096213445057284
45,4,4,1,8.863636363636363,5.040106951871659,1.8224108634264247,3.2638708513666423,12.322700501560576,0.75,8.817,6.716,0.04663636363636314,-1.6758930481283416,1.6765418155173246
45,5,4,1,4.839572192513369,2.098930481283423,0.21356501353585952,0.12658672643409538,9.762682244723692,1.0,4.894,2.02,-0.0544278074866309,0.07893048128342306,0.09587704158678735
45,6,4,1,7.871711425242636,2.73307036988471,0.560334157623141,0.2360120690731388,14.068602049281708,0.5,7.659,3.185,0.2127114252426363,-0.45192963011528997,0.49948627709367194
47,1,4,1,2.386058981233244,4.8525469168900806,0.16243491239156702,0.04729912629349628,10.70471438633217,1.0,2.416,4.788,-0.029941018766756144,0.0645469168900803,0.07115313826393167
47,2,4,1,3.1099195710455763,7.332439678284182,0.5866282396498668,0.5213051992450323,11.170608011331979,0.5,2.789,7.765,0.3209195710455761,-0.43256032171581804,0.5386072808670234
47,3,4,1,6.541554959785523,8.431635388739947,0.1551336156815896,0.06565091143948003,10.315518861332293,1.0,6.426,8.527,0.11555495978552255,-0.09536461126005236,0.14982442328210258
47,4,4,1,8.485254691689008,6.407506702412869,0.45629214222239833,0.039215648385146566,18.214594472837234,1.0,8.817,6.716,-0.33174530831099247,-0.3084932975871313,0.4530155231805394
47,5,4,1,4.946380697050938,1.7024128686327082,0.33075057459052115,0.07222747313126983,6.908583836332355,1.0,4.894,2.02,0.052380697050938174,-0.3175871313672918,0.32187780823419254
47,6,4,1,7.479892761394102,3.083109919571046,0.32865003074377497,0.11909903103250219,10.370141306834057,1.0,7.659,3.185,-0.17910723860589783,-0.1018900804289542,0.20606064983603437
49,1,4,1,2.180447266342767,4.753244731797131,0.2586927339620524,0.2835949769841534,13.135423243777495,0.75,2.416,4.788,-0.23555273365723295,-0.03475526820286934,0.23810295882506102
49,2,4,1,3.0388135065958237,7.655572165797854,0.35496598357508585,0.11339007595111482,16.54954339377764,1.0,2.789,7.765,0.24981350659582358,-0.10942783420214575,0.2727292411456349
49,3,4,1,5.966367877447173,8.64300338879948,0.4815720572862316,0.1383523638719032,13.896371205215928,0.5,6.426,8.527,-0.4596321225528275,0.11600338879948069,0.4740448019917325
49,4,4,1,8.552278820375335,5.951742627345845,0.814311854213942,0.19716991498233713,10.125838750640924,0.0,8.817,6.716,-0.2647211796246651,-0.7642573726541553,0.8088056840787573
49,5,4,1,5.055716279692228,2.4261084227961818,0.47091866181379893,0.2816081304356351,10.456773889367014,0.75,4.894,2.02,0.1617162796922278,0.40610842279618176,0.43712264432707804
49,6,4,1,7.415599557554799,2.8949830880544822,0.39751902884939233,0.1444266892821019,10.915637166654506,0.75,7.659,3.185,-0.24340044244520076,-0.2900169119455178,0.37862063414047276
